_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,8,67781,3056,50298,4.51,74.21
2,广东,3,1356,8,1288,0.59,94.99
3,河南,1,1273,22,1249,1.73,98.11
4,浙江,0,1215,1,1209,0.08,99.51
5,湖南,0,1018,4,998,0.39,98.04
6,安徽,0,990,6,984,0.61,99.39
7,江西,0,935,1,934,0.11,99.89
8,山东,1,760,6,734,0.79,96.58
9,江苏,0,631,0,628,0.00,99.52
10,重庆,0,576,6,554,1.04,96.18
11,四川,0,539,3,494,0.56,91.65
12,黑龙江,0,482,13,440,2.70,91.29
13,北京,0,435,8,334,1.84,76.78
14,上海,0,344,3,321,0.87,93.31
15,河北,0,318,6,307,1.89,96.54
16,福建,0,296,1,295,0.34,99.66
17,广西,0,252,2,241,0.79,95.63
18,陕西,0,245,2,232,0.82,94.69
19,云南,0,174,2,170,1.15,97.70
20,海南,0,168,6,160,3.57,95.24
21,贵州,0,146,2,137,1.37,93.84
22,天津,0,136,3,132,2.21,97.06
23,山西,0,133,0,131,0.00,98.50
24,香港,9,129,3,67,2.33,51.94
25,甘肃,0,127,2,88,1.57,69.29
26,辽宁,0,125,1,111,0.80,88.80
27,吉林,0,93,1,91,1.08,97.85
28,新疆,0,76,3,73,3.95,96.05
29,宁夏,0,75,0,72,0.00,96.00
30,内蒙古,0,75,1,71,1.33,94.67
31,台湾,2,49,1,17,2.04,34.69
32,青海,0,18,0,18,0.00,100.00
33,澳门,0,10,0,10,0.00,100.00
34,西藏,0,1,0,1,0.00,100.00
