_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,423,66337,2727,28895,4.11,43.56
2,广东,1,1349,7,972,0.52,72.05
3,河南,0,1272,21,1161,1.65,91.27
4,浙江,0,1205,1,987,0.08,81.91
5,湖南,1,1018,4,841,0.39,82.61
6,安徽,0,990,6,868,0.61,87.68
7,江西,0,935,1,811,0.11,86.74
8,山东,0,756,6,411,0.79,54.37
9,江苏,0,631,0,519,0.00,82.25
10,重庆,0,576,6,422,1.04,73.26
11,四川,0,538,3,350,0.56,65.06
12,黑龙江,0,480,13,295,2.71,61.46
13,北京,1,411,8,271,1.95,65.94
14,上海,0,337,3,287,0.89,85.16
15,河北,0,318,6,277,1.89,87.11
16,福建,0,296,1,241,0.34,81.42
17,广西,0,252,2,172,0.79,68.25
18,陕西,0,245,1,200,0.41,81.63
19,云南,0,174,2,157,1.15,90.23
20,海南,0,168,5,136,2.98,80.95
21,贵州,0,146,2,112,1.37,76.71
22,天津,0,136,3,105,2.21,77.21
23,山西,0,133,0,112,0.00,84.21
24,辽宁,0,121,1,95,0.83,78.51
25,香港,1,94,2,30,2.13,31.91
26,吉林,0,93,1,73,1.08,78.49
27,甘肃,0,91,2,82,2.20,90.11
28,新疆,0,76,3,52,3.95,68.42
29,内蒙古,0,75,0,46,0.00,61.33
30,宁夏,1,73,0,68,0.00,93.15
31,台湾,2,39,1,9,2.56,23.08
32,青海,0,18,0,18,0.00,100.00
33,澳门,0,10,0,8,0.00,80.00
34,西藏,0,1,0,1,0.00,100.00
