_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,48,4360,67,3392,1.54,77.80
2,新疆,7,898,3,457,0.33,50.89
3,上海,4,820,7,745,0.85,90.85
4,辽宁,0,261,2,220,0.77,84.29
5,山东,0,821,7,790,0.85,96.22
6,台湾,0,481,7,450,1.46,93.56
7,陕西,2,348,3,324,0.86,93.10
8,广东,2,1709,8,1683,0.47,98.48
9,四川,4,623,3,606,0.48,97.27
10,江苏,2,661,0,655,0.00,99.09
11,浙江,0,1275,1,1268,0.08,99.45
12,北京,0,935,9,923,0.96,98.72
13,内蒙古,1,260,1,256,0.38,98.46
14,河北,0,351,6,343,1.71,97.72
15,甘肃,0,169,2,165,1.18,97.63
16,湖北,0,68139,4512,63625,6.62,93.38
17,福建,0,368,1,365,0.27,99.18
18,吉林,0,157,2,154,1.27,98.09
19,云南,0,191,2,188,1.05,98.43
20,黑龙江,0,948,13,934,1.37,98.52
21,河南,0,1276,22,1254,1.72,98.28
22,贵州,0,147,2,145,1.36,98.64
23,西藏,0,1,0,1,0.00,100.00
24,江西,0,932,1,931,0.11,99.89
25,海南,0,171,6,165,3.51,96.49
26,重庆,0,583,6,577,1.03,98.97
27,宁夏,0,75,0,75,0.00,100.00
28,广西,0,255,2,253,0.78,99.22
29,澳门,0,46,0,46,0.00,100.00
30,山西,0,201,0,201,0.00,100.00
31,安徽,0,991,6,985,0.61,99.39
32,湖南,0,1019,4,1015,0.39,99.61
33,天津,0,205,3,202,1.46,98.54
34,青海,0,18,0,18,0.00,100.00
