_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,台湾,0,440,7,402,1.59,91.36
2,吉林,0,152,2,125,1.32,82.24
3,香港,0,1055,4,1026,0.38,97.25
4,内蒙古,0,217,1,199,0.46,91.71
5,上海,1,667,7,645,1.05,96.70
6,湖北,0,68135,4512,63616,6.62,93.37
7,北京,0,593,9,579,1.52,97.64
8,广东,1,1591,8,1579,0.50,99.25
9,辽宁,0,149,2,144,1.34,96.64
10,陕西,0,308,3,303,0.97,98.38
11,天津,0,192,3,187,1.56,97.40
12,海南,0,169,6,162,3.55,95.86
13,山东,0,788,7,780,0.89,98.98
14,河南,0,1276,22,1254,1.72,98.28
15,青海,0,18,0,18,0.00,100.00
16,贵州,0,147,2,145,1.36,98.64
17,云南,0,185,2,183,1.08,98.92
18,新疆,0,76,3,73,3.95,96.05
19,福建,0,356,1,355,0.28,99.72
20,西藏,0,1,0,1,0.00,100.00
21,江苏,0,653,0,653,0.00,100.00
22,浙江,0,1268,1,1267,0.08,99.92
23,四川,0,561,3,558,0.53,99.47
24,宁夏,0,75,0,75,0.00,100.00
25,河北,0,328,6,322,1.83,98.17
26,湖南,0,1019,4,1015,0.39,99.61
27,山西,0,198,0,198,0.00,100.00
28,重庆,0,579,6,573,1.04,98.96
29,江西,0,937,1,936,0.11,99.89
30,黑龙江,0,945,13,932,1.38,98.62
31,澳门,0,45,0,45,0.00,100.00
32,安徽,0,991,6,985,0.61,99.39
33,甘肃,0,139,2,137,1.44,98.56
34,广西,0,254,2,252,0.79,99.21
