_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,0,67801,3177,62098,4.69,91.59
2,香港,65,518,4,111,0.77,21.43
3,台湾,15,267,2,30,0.75,11.24
4,北京,3,572,8,409,1.40,71.50
5,上海,17,485,5,334,1.03,68.87
6,广东,11,1467,8,1341,0.55,91.41
7,福建,6,337,1,295,0.30,87.54
8,天津,9,161,3,133,1.86,82.61
9,浙江,4,1251,1,1225,0.08,97.92
10,澳门,2,35,0,10,0.00,28.57
11,内蒙古,2,94,1,74,1.06,78.72
12,山东,0,772,7,752,0.91,97.41
13,江苏,0,641,0,631,0.00,98.44
14,四川,0,548,3,536,0.55,97.81
15,甘肃,0,136,2,125,1.47,91.91
16,陕西,0,253,3,242,1.19,95.65
17,云南,0,180,2,172,1.11,95.56
18,辽宁,3,131,2,124,1.53,94.66
19,吉林,2,97,1,92,1.03,94.85
20,河北,0,319,6,310,1.88,97.18
21,广西,0,254,2,250,0.79,98.43
22,重庆,0,578,6,570,1.04,98.62
23,黑龙江,0,484,13,469,2.69,96.90
24,河南,0,1275,22,1251,1.73,98.12
25,山西,0,135,0,133,0.00,98.52
26,江西,0,936,1,934,0.11,99.79
27,新疆,0,76,3,73,3.95,96.05
28,西藏,0,1,0,1,0.00,100.00
29,宁夏,0,75,0,75,0.00,100.00
30,海南,0,168,6,162,3.57,96.43
31,贵州,0,146,2,144,1.37,98.63
32,湖南,0,1018,4,1014,0.39,99.61
33,安徽,0,990,6,984,0.61,99.39
34,青海,0,18,0,18,0.00,100.00
