_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,北京,21,752,9,584,1.20,77.66
2,香港,8,1120,4,1071,0.36,95.62
3,上海,2,697,7,668,1.00,95.84
4,四川,0,589,3,567,0.51,96.26
5,广东,0,1628,8,1603,0.49,98.46
6,甘肃,1,150,2,137,1.33,91.33
7,河北,2,338,6,322,1.78,95.27
8,福建,0,362,1,356,0.28,98.34
9,陕西,1,314,3,306,0.96,97.45
10,台湾,0,445,7,434,1.57,97.53
11,天津,1,197,3,191,1.52,96.95
12,重庆,0,582,6,573,1.03,98.45
13,辽宁,0,152,2,147,1.32,96.71
14,内蒙古,0,238,1,234,0.42,98.32
15,山东,0,792,7,783,0.88,98.86
16,海南,0,171,6,163,3.51,95.32
17,浙江,0,1269,1,1267,0.08,99.84
18,黑龙江,0,947,13,934,1.37,98.63
19,安徽,0,991,6,985,0.61,99.39
20,江苏,0,653,0,653,0.00,100.00
21,河南,0,1276,22,1254,1.72,98.28
22,青海,0,18,0,18,0.00,100.00
23,湖北,0,68135,4512,63623,6.62,93.38
24,山西,0,198,0,198,0.00,100.00
25,西藏,0,1,0,1,0.00,100.00
26,新疆,0,76,3,73,3.95,96.05
27,澳门,0,45,0,45,0.00,100.00
28,云南,0,185,2,183,1.08,98.92
29,广西,0,254,2,252,0.79,99.21
30,贵州,0,147,2,145,1.36,98.64
31,湖南,0,1019,4,1015,0.39,99.61
32,宁夏,0,75,0,75,0.00,100.00
33,吉林,0,155,2,153,1.29,98.71
34,江西,0,932,1,931,0.11,99.89
