_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,0,67800,3130,57678,4.62,85.07
2,广东,9,1378,8,1318,0.58,95.65
3,河南,0,1273,22,1250,1.73,98.19
4,浙江,1,1233,1,1217,0.08,98.70
5,湖南,0,1018,4,1014,0.39,99.61
6,安徽,0,990,6,984,0.61,99.39
7,江西,0,935,1,934,0.11,99.89
8,山东,0,761,7,747,0.92,98.16
9,江苏,0,631,0,631,0.00,100.00
10,重庆,0,576,6,570,1.04,98.96
11,四川,0,540,3,531,0.56,98.33
12,黑龙江,1,483,13,460,2.69,95.24
13,北京,22,480,8,380,1.67,79.17
14,上海,2,363,3,326,0.83,89.81
15,河北,0,318,6,310,1.89,97.48
16,福建,0,296,1,295,0.34,99.66
17,广西,0,253,2,250,0.79,98.81
18,陕西,0,246,3,237,1.22,96.34
19,香港,10,192,4,95,2.08,49.48
20,云南,0,176,2,172,1.14,97.73
21,海南,0,168,6,161,3.57,95.83
22,贵州,0,146,2,144,1.37,98.63
23,天津,0,136,3,133,2.21,97.79
24,甘肃,0,133,2,91,1.50,68.42
25,山西,0,133,0,133,0.00,100.00
26,辽宁,0,125,1,122,0.80,97.60
27,台湾,0,100,1,22,1.00,22.00
28,吉林,0,93,1,92,1.08,98.92
29,新疆,0,76,3,73,3.95,96.05
30,内蒙古,0,75,1,74,1.33,98.67
31,宁夏,0,75,0,75,0.00,100.00
32,青海,0,18,0,18,0.00,100.00
33,澳门,2,17,0,10,0.00,58.82
34,西藏,0,1,0,1,0.00,100.00
