_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,38,1469,7,1214,0.48,82.64
2,北京,0,929,9,694,0.97,74.70
3,上海,1,725,7,689,0.97,95.03
4,辽宁,0,164,2,150,1.22,91.46
5,内蒙古,4,249,1,237,0.40,95.18
6,四川,0,599,3,587,0.50,98.00
7,广东,2,1650,8,1634,0.48,99.03
8,台湾,0,451,7,438,1.55,97.12
9,天津,0,203,3,195,1.48,96.06
10,陕西,0,321,3,314,0.93,97.82
11,河北,0,349,6,339,1.72,97.13
12,甘肃,0,167,2,162,1.20,97.01
13,山西,0,200,0,198,0.00,99.00
14,云南,0,187,2,183,1.07,97.86
15,浙江,0,1270,1,1267,0.08,99.76
16,山东,1,793,7,785,0.88,98.99
17,福建,0,363,1,361,0.28,99.45
18,澳门,0,46,0,45,0.00,97.83
19,重庆,0,582,6,575,1.03,98.80
20,湖南,0,1019,4,1015,0.39,99.61
21,江苏,0,654,0,654,0.00,100.00
22,海南,0,171,6,165,3.51,96.49
23,贵州,0,147,2,145,1.36,98.64
24,新疆,0,76,3,73,3.95,96.05
25,安徽,0,991,6,985,0.61,99.39
26,吉林,0,155,2,153,1.29,98.71
27,青海,0,18,0,18,0.00,100.00
28,黑龙江,0,947,13,934,1.37,98.63
29,广西,0,254,2,252,0.79,99.21
30,宁夏,0,75,0,75,0.00,100.00
31,西藏,0,1,0,1,0.00,100.00
32,江西,0,932,1,931,0.11,99.89
33,湖北,0,68135,4512,63623,6.62,93.38
34,河南,0,1276,22,1254,1.72,98.28
