_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,4,1004,4,360,0.40,35.86
2,台湾,8,393,6,114,1.53,29.01
3,黑龙江,56,740,13,470,1.76,63.51
4,湖北,0,67803,3221,64338,4.75,94.89
5,上海,11,618,7,446,1.13,72.17
6,内蒙古,35,190,1,83,0.53,43.68
7,北京,0,589,8,484,1.36,82.17
8,广东,3,1555,8,1454,0.51,93.50
9,山西,1,173,0,135,0.00,78.03
10,澳门,0,45,0,13,0.00,28.89
11,浙江,0,1267,1,1239,0.08,97.79
12,福建,0,352,1,325,0.28,92.33
13,天津,1,184,3,161,1.63,87.50
14,山东,0,784,7,758,0.89,96.68
15,江苏,0,653,0,638,0.00,97.70
16,四川,0,560,3,548,0.54,97.86
17,河北,0,327,6,313,1.83,95.72
18,云南,0,184,2,174,1.09,94.57
19,辽宁,0,145,2,136,1.38,93.79
20,陕西,0,256,3,248,1.17,96.88
21,重庆,0,579,6,570,1.04,98.45
22,吉林,1,100,1,96,1.00,96.00
23,甘肃,0,139,2,135,1.44,97.12
24,贵州,0,147,2,144,1.36,97.96
25,安徽,0,991,6,984,0.61,99.29
26,河南,0,1276,22,1253,1.72,98.20
27,湖南,0,1019,4,1014,0.39,99.51
28,海南,0,168,6,162,3.57,96.43
29,宁夏,0,75,0,75,0.00,100.00
30,西藏,0,1,0,1,0.00,100.00
31,青海,0,18,0,18,0.00,100.00
32,广西,0,254,2,252,0.79,99.21
33,新疆,0,76,3,73,3.95,96.05
34,江西,0,937,1,936,0.11,99.89
