_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,19,4710,78,4108,1.66,87.22
2,新疆,0,902,3,775,0.33,85.92
3,上海,4,886,7,805,0.79,90.86
4,台湾,0,487,7,457,1.44,93.84
5,山东,0,831,7,801,0.84,96.39
6,广东,4,1734,8,1704,0.46,98.27
7,四川,5,640,3,617,0.47,96.41
8,天津,1,220,3,203,1.36,92.27
9,陕西,0,364,3,349,0.82,95.88
10,河北,0,360,6,343,1.67,95.28
11,福建,0,375,1,365,0.27,97.33
12,江苏,0,665,0,656,0.00,98.65
13,浙江,0,1277,1,1268,0.08,99.30
14,云南,1,199,2,189,1.01,94.97
15,辽宁,0,262,2,254,0.76,96.95
16,江西,0,935,1,931,0.11,99.57
17,内蒙古,0,260,1,257,0.38,98.85
18,黑龙江,0,948,13,934,1.37,98.52
19,山西,0,202,0,201,0.00,99.50
20,湖北,0,68139,4512,63626,6.62,93.38
21,湖南,0,1019,4,1015,0.39,99.61
22,河南,0,1276,22,1254,1.72,98.28
23,海南,0,171,6,165,3.51,96.49
24,安徽,0,991,6,985,0.61,99.39
25,广西,0,255,2,253,0.78,99.22
26,西藏,0,1,0,1,0.00,100.00
27,贵州,0,147,2,145,1.36,98.64
28,重庆,0,583,6,577,1.03,98.97
29,甘肃,0,169,2,167,1.18,98.82
30,宁夏,0,75,0,75,0.00,100.00
31,澳门,0,46,0,46,0.00,100.00
32,吉林,0,157,2,155,1.27,98.73
33,北京,0,935,9,926,0.96,99.04
34,青海,0,18,0,18,0.00,100.00
