_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,44,4524,69,3599,1.53,79.55
2,新疆,0,902,3,545,0.33,60.42
3,上海,14,842,7,752,0.83,89.31
4,辽宁,0,261,2,227,0.77,86.97
5,陕西,2,356,3,324,0.84,91.01
6,台湾,1,485,7,450,1.44,92.78
7,广东,1,1721,8,1687,0.46,98.02
8,山东,0,822,7,793,0.85,96.47
9,四川,0,626,3,608,0.48,97.12
10,江苏,3,664,0,655,0.00,98.64
11,浙江,0,1275,1,1268,0.08,99.45
12,云南,0,195,2,188,1.03,96.41
13,福建,0,370,1,365,0.27,98.65
14,天津,2,209,3,202,1.44,96.65
15,内蒙古,0,260,1,256,0.38,98.46
16,湖北,0,68139,4512,63625,6.62,93.38
17,北京,0,935,9,924,0.96,98.82
18,河北,0,351,6,343,1.71,97.72
19,黑龙江,0,948,13,934,1.37,98.52
20,湖南,0,1019,4,1015,0.39,99.61
21,广西,0,255,2,253,0.78,99.22
22,澳门,0,46,0,46,0.00,100.00
23,宁夏,0,75,0,75,0.00,100.00
24,青海,0,18,0,18,0.00,100.00
25,重庆,0,583,6,577,1.03,98.97
26,海南,0,171,6,165,3.51,96.49
27,贵州,0,147,2,145,1.36,98.64
28,河南,0,1276,22,1254,1.72,98.28
29,安徽,0,991,6,985,0.61,99.39
30,吉林,0,157,2,155,1.27,98.73
31,山西,0,201,0,201,0.00,100.00
32,甘肃,0,169,2,167,1.18,98.82
33,西藏,0,1,0,1,0.00,100.00
34,江西,0,932,1,931,0.11,99.89
