_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,69,4007,47,2755,1.17,68.75
2,新疆,15,839,3,211,0.36,25.15
3,辽宁,0,259,2,174,0.77,67.18
4,上海,2,768,7,731,0.91,95.18
5,台湾,0,477,7,441,1.47,92.45
6,广东,5,1693,8,1669,0.47,98.58
7,山东,0,806,7,788,0.87,97.77
8,内蒙古,0,258,1,247,0.39,95.74
9,四川,0,611,3,599,0.49,98.04
10,陕西,0,328,3,319,0.91,97.26
11,北京,0,935,9,920,0.96,98.40
12,江苏,0,659,0,654,0.00,99.24
13,湖北,0,68139,4512,63623,6.62,93.37
14,福建,0,367,1,363,0.27,98.91
15,天津,0,205,3,199,1.46,97.07
16,浙江,1,1272,1,1268,0.08,99.69
17,云南,0,191,2,188,1.05,98.43
18,吉林,0,157,2,154,1.27,98.09
19,河南,0,1276,22,1254,1.72,98.28
20,西藏,0,1,0,1,0.00,100.00
21,贵州,0,147,2,145,1.36,98.64
22,青海,0,18,0,18,0.00,100.00
23,宁夏,0,75,0,75,0.00,100.00
24,重庆,0,583,6,577,1.03,98.97
25,河北,0,349,6,343,1.72,98.28
26,广西,0,255,2,253,0.78,99.22
27,海南,0,171,6,165,3.51,96.49
28,澳门,0,46,0,46,0.00,100.00
29,山西,0,201,0,201,0.00,100.00
30,湖南,0,1019,4,1015,0.39,99.61
31,安徽,0,991,6,985,0.61,99.39
32,江西,0,932,1,931,0.11,99.89
33,黑龙江,0,947,13,934,1.37,98.63
34,甘肃,0,167,2,165,1.20,98.80
