_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,6,4895,99,4543,2.02,92.81
2,上海,1,923,7,875,0.76,94.80
3,广东,0,1769,8,1737,0.45,98.19
4,四川,1,664,3,642,0.45,96.69
5,福建,0,387,1,372,0.26,96.12
6,陕西,0,378,3,361,0.79,95.50
7,天津,0,233,3,216,1.29,92.70
8,山东,0,831,7,811,0.84,97.59
9,台湾,1,495,7,475,1.41,95.96
10,浙江,0,1278,1,1268,0.08,99.22
11,云南,0,201,2,193,1.00,96.02
12,江苏,0,665,0,661,0.00,99.40
13,河北,0,365,6,355,1.64,97.26
14,广西,0,257,2,253,0.78,98.44
15,山西,0,203,0,201,0.00,99.01
16,重庆,0,584,6,577,1.03,98.80
17,甘肃,0,170,2,167,1.18,98.24
18,辽宁,0,263,2,260,0.76,98.86
19,内蒙古,0,261,1,259,0.38,99.23
20,北京,0,935,9,926,0.96,99.04
21,湖北,0,68139,4512,63627,6.62,93.38
22,西藏,0,1,0,1,0.00,100.00
23,安徽,0,991,6,985,0.61,99.39
24,贵州,0,147,2,145,1.36,98.64
25,青海,0,18,0,18,0.00,100.00
26,江西,0,935,1,934,0.11,99.89
27,河南,0,1276,22,1254,1.72,98.28
28,宁夏,0,75,0,75,0.00,100.00
29,海南,0,171,6,165,3.51,96.49
30,吉林,0,157,2,155,1.27,98.73
31,新疆,0,902,3,899,0.33,99.67
32,澳门,0,46,0,46,0.00,100.00
33,黑龙江,0,948,13,935,1.37,98.63
34,湖南,0,1019,4,1015,0.39,99.61
