_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,0,67802,3199,63471,4.72,93.61
2,香港,37,802,4,154,0.50,19.20
3,台湾,10,339,5,45,1.47,13.27
4,上海,6,522,6,343,1.15,65.71
5,北京,2,582,8,424,1.37,72.85
6,广东,7,1508,8,1368,0.53,90.72
7,福建,0,345,1,299,0.29,86.67
8,内蒙古,6,117,1,74,0.85,63.25
9,天津,3,177,3,135,1.69,76.27
10,澳门,0,41,0,10,0.00,24.39
11,浙江,1,1258,1,1228,0.08,97.62
12,江苏,1,647,0,631,0.00,97.53
13,山东,1,775,7,753,0.90,97.16
14,四川,2,554,3,537,0.54,96.93
15,辽宁,0,140,2,124,1.43,88.57
16,陕西,0,255,3,242,1.18,94.90
17,河北,2,325,6,310,1.85,95.38
18,甘肃,0,138,2,127,1.45,92.03
19,云南,1,183,2,172,1.09,93.99
20,黑龙江,4,488,13,469,2.66,96.11
21,吉林,0,98,1,92,1.02,93.88
22,山西,0,137,0,133,0.00,97.08
23,重庆,0,579,6,570,1.04,98.45
24,河南,0,1276,22,1251,1.72,98.04
25,贵州,0,147,2,144,1.36,97.96
26,江西,0,937,1,935,0.11,99.79
27,湖南,1,1019,4,1014,0.39,99.51
28,宁夏,0,75,0,75,0.00,100.00
29,安徽,0,990,6,984,0.61,99.39
30,青海,0,18,0,18,0.00,100.00
31,广西,0,254,2,252,0.79,99.21
32,海南,0,168,6,162,3.57,96.43
33,西藏,0,1,0,1,0.00,100.00
34,新疆,0,76,3,73,3.95,96.05
