_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,64,1777,12,1274,0.68,71.69
2,北京,0,929,9,788,0.97,84.82
3,新疆,13,106,3,73,2.83,68.87
4,上海,0,733,7,701,0.95,95.63
5,广东,2,1659,8,1636,0.48,98.61
6,内蒙古,0,249,1,237,0.40,95.18
7,辽宁,0,164,2,153,1.22,93.29
8,台湾,0,454,7,440,1.54,96.92
9,山东,1,797,7,785,0.88,98.49
10,天津,0,203,3,195,1.48,96.06
11,陕西,0,322,3,315,0.93,97.83
12,四川,0,599,3,592,0.50,98.83
13,福建,0,364,1,361,0.27,99.18
14,浙江,0,1270,1,1267,0.08,99.76
15,云南,0,188,2,184,1.06,97.87
16,河北,0,349,6,341,1.72,97.71
17,重庆,0,583,6,576,1.03,98.80
18,广西,0,255,2,252,0.78,98.82
19,山西,0,201,0,200,0.00,99.50
20,江苏,0,655,0,654,0.00,99.85
21,吉林,0,155,2,153,1.29,98.71
22,海南,0,171,6,165,3.51,96.49
23,黑龙江,0,947,13,934,1.37,98.63
24,江西,0,932,1,931,0.11,99.89
25,西藏,0,1,0,1,0.00,100.00
26,安徽,0,991,6,985,0.61,99.39
27,宁夏,0,75,0,75,0.00,100.00
28,贵州,0,147,2,145,1.36,98.64
29,澳门,0,46,0,46,0.00,100.00
30,湖南,0,1019,4,1015,0.39,99.61
31,河南,0,1276,22,1254,1.72,98.28
32,青海,0,18,0,18,0.00,100.00
33,湖北,0,68135,4512,63623,6.62,93.38
34,甘肃,0,167,2,165,1.20,98.80
