_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,黑龙江,0,939,13,587,1.38,62.51
2,香港,0,1037,4,830,0.39,80.04
3,台湾,0,429,6,311,1.40,72.49
4,陕西,0,306,3,253,0.98,82.68
5,内蒙古,1,200,1,150,0.50,75.00
6,北京,0,593,9,542,1.52,91.40
7,上海,2,647,7,599,1.08,92.58
8,山西,0,197,0,164,0.00,83.25
9,广东,0,1588,8,1557,0.50,98.05
10,吉林,1,111,1,99,0.90,89.19
11,澳门,0,45,0,34,0.00,75.56
12,山东,0,787,7,772,0.89,98.09
13,江苏,0,653,0,648,0.00,99.23
14,河北,0,328,6,318,1.83,96.95
15,天津,0,190,3,183,1.58,96.32
16,浙江,0,1268,1,1263,0.08,99.61
17,云南,0,185,2,181,1.08,97.84
18,辽宁,0,146,2,143,1.37,97.95
19,福建,0,355,1,353,0.28,99.44
20,西藏,0,1,0,1,0.00,100.00
21,甘肃,0,139,2,137,1.44,98.56
22,四川,0,561,3,558,0.53,99.47
23,宁夏,0,75,0,75,0.00,100.00
24,广西,0,254,2,252,0.79,99.21
25,河南,0,1276,22,1254,1.72,98.28
26,新疆,0,76,3,73,3.95,96.05
27,江西,0,937,1,936,0.11,99.89
28,青海,0,18,0,18,0.00,100.00
29,重庆,0,579,6,573,1.04,98.96
30,贵州,0,147,2,145,1.36,98.64
31,湖南,0,1019,4,1015,0.39,99.61
32,安徽,0,991,6,985,0.61,99.39
33,湖北,0,68128,4512,63616,6.62,93.38
34,海南,0,168,6,162,3.57,96.43
