_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,124,3396,31,1858,0.91,54.71
2,新疆,30,668,3,96,0.45,14.37
3,辽宁,3,244,2,160,0.82,65.57
4,台湾,7,474,7,441,1.48,93.04
5,广东,2,1682,8,1654,0.48,98.34
6,上海,1,749,7,725,0.93,96.80
7,内蒙古,0,258,1,244,0.39,94.57
8,山东,3,802,7,786,0.87,98.00
9,四川,4,608,3,597,0.49,98.19
10,北京,0,933,9,917,0.96,98.29
11,天津,0,205,3,196,1.46,95.61
12,陕西,2,326,3,318,0.92,97.55
13,湖北,3,68138,4512,63623,6.62,93.37
14,福建,1,367,1,363,0.27,98.91
15,云南,0,191,2,187,1.05,97.91
16,吉林,0,157,2,153,1.27,97.45
17,浙江,0,1270,1,1268,0.08,99.84
18,江苏,0,655,0,654,0.00,99.85
19,广西,0,255,2,253,0.78,99.22
20,湖南,0,1019,4,1015,0.39,99.61
21,西藏,0,1,0,1,0.00,100.00
22,青海,0,18,0,18,0.00,100.00
23,澳门,0,46,0,46,0.00,100.00
24,河南,0,1276,22,1254,1.72,98.28
25,宁夏,0,75,0,75,0.00,100.00
26,黑龙江,0,947,13,934,1.37,98.63
27,海南,0,171,6,165,3.51,96.49
28,江西,0,932,1,931,0.11,99.89
29,贵州,0,147,2,145,1.36,98.64
30,山西,0,201,0,201,0.00,100.00
31,安徽,0,991,6,985,0.61,99.39
32,甘肃,0,167,2,165,1.20,98.80
33,重庆,0,583,6,577,1.03,98.97
34,河北,0,349,6,343,1.72,98.28
