_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,145,2778,22,1486,0.79,53.49
2,新疆,57,311,3,73,0.96,23.47
3,辽宁,6,209,2,160,0.96,76.56
4,北京,2,931,9,895,0.97,96.13
5,广东,0,1672,8,1645,0.48,98.39
6,上海,2,743,7,718,0.94,96.64
7,台湾,4,462,7,440,1.52,95.24
8,内蒙古,0,258,1,244,0.39,94.57
9,山东,0,799,7,785,0.88,98.25
10,四川,0,604,3,595,0.50,98.51
11,天津,0,204,3,195,1.47,95.59
12,福建,0,366,1,361,0.27,98.63
13,陕西,0,323,3,318,0.93,98.45
14,吉林,0,157,2,153,1.27,97.45
15,云南,1,190,2,186,1.05,97.89
16,江苏,0,655,0,654,0.00,99.85
17,重庆,0,583,6,576,1.03,98.80
18,浙江,0,1270,1,1268,0.08,99.84
19,湖北,0,68135,4512,63623,6.62,93.38
20,江西,0,932,1,931,0.11,99.89
21,广西,0,255,2,253,0.78,99.22
22,山西,0,201,0,201,0.00,100.00
23,宁夏,0,75,0,75,0.00,100.00
24,湖南,0,1019,4,1015,0.39,99.61
25,河北,0,349,6,343,1.72,98.28
26,甘肃,0,167,2,165,1.20,98.80
27,河南,0,1276,22,1254,1.72,98.28
28,青海,0,18,0,18,0.00,100.00
29,贵州,0,147,2,145,1.36,98.64
30,安徽,0,991,6,985,0.61,99.39
31,西藏,0,1,0,1,0.00,100.00
32,澳门,0,46,0,46,0.00,100.00
33,海南,0,171,6,165,3.51,96.49
34,黑龙江,0,947,13,934,1.37,98.63
