_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,0,1065,4,1030,0.38,96.71
2,内蒙古,10,227,1,201,0.44,88.55
3,吉林,0,155,2,128,1.29,82.58
4,台湾,0,441,7,414,1.59,93.88
5,上海,0,668,7,648,1.05,97.01
6,湖北,0,68135,4512,63617,6.62,93.37
7,四川,1,564,3,558,0.53,98.94
8,广东,0,1592,8,1581,0.50,99.31
9,北京,0,593,9,581,1.52,97.98
10,辽宁,0,149,2,145,1.34,97.32
11,海南,0,169,6,162,3.55,95.86
12,天津,0,192,3,188,1.56,97.92
13,山东,0,788,7,780,0.89,98.98
14,浙江,0,1268,1,1267,0.08,99.92
15,江西,0,937,1,936,0.11,99.89
16,甘肃,0,139,2,137,1.44,98.56
17,云南,0,185,2,183,1.08,98.92
18,江苏,0,653,0,653,0.00,100.00
19,广西,0,254,2,252,0.79,99.21
20,青海,0,18,0,18,0.00,100.00
21,山西,0,198,0,198,0.00,100.00
22,陕西,0,308,3,305,0.97,99.03
23,宁夏,0,75,0,75,0.00,100.00
24,黑龙江,0,945,13,932,1.38,98.62
25,安徽,0,991,6,985,0.61,99.39
26,湖南,0,1019,4,1015,0.39,99.61
27,河南,0,1276,22,1254,1.72,98.28
28,福建,0,356,1,355,0.28,99.72
29,河北,0,328,6,322,1.83,98.17
30,澳门,0,45,0,45,0.00,100.00
31,贵州,0,147,2,145,1.36,98.64
32,新疆,0,76,3,73,3.95,96.05
33,重庆,0,579,6,573,1.04,98.96
34,西藏,0,1,0,1,0.00,100.00
