_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,4,4984,102,4663,2.05,93.56
2,上海,2,950,7,909,0.74,95.68
3,广东,1,1783,8,1757,0.45,98.54
4,四川,4,670,3,650,0.45,97.01
5,台湾,1,500,7,477,1.40,95.40
6,福建,2,392,1,377,0.26,96.17
7,山东,0,831,7,813,0.84,97.83
8,陕西,1,382,3,370,0.79,96.86
9,浙江,1,1282,1,1272,0.08,99.22
10,云南,1,205,2,195,0.98,95.12
11,天津,0,234,3,225,1.28,96.15
12,广西,0,258,2,253,0.78,98.06
13,河北,0,365,6,356,1.64,97.53
14,江苏,0,665,0,663,0.00,99.70
15,内蒙古,0,261,1,259,0.38,99.23
16,河南,0,1277,22,1254,1.72,98.20
17,山西,0,203,0,202,0.00,99.51
18,重庆,0,584,6,577,1.03,98.80
19,江西,0,935,1,934,0.11,99.89
20,宁夏,0,75,0,75,0.00,100.00
21,黑龙江,0,948,13,935,1.37,98.63
22,吉林,0,157,2,155,1.27,98.73
23,新疆,0,902,3,899,0.33,99.67
24,安徽,0,991,6,985,0.61,99.39
25,澳门,0,46,0,46,0.00,100.00
26,湖南,0,1019,4,1015,0.39,99.61
27,辽宁,0,264,2,262,0.76,99.24
28,北京,0,935,9,926,0.96,99.04
29,贵州,0,147,2,145,1.36,98.64
30,西藏,0,1,0,1,0.00,100.00
31,海南,0,171,6,165,3.51,96.49
32,湖北,0,68139,4512,63627,6.62,93.38
33,甘肃,0,170,2,168,1.18,98.82
34,青海,0,18,0,18,0.00,100.00
