_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,黑龙江,4,925,13,485,1.41,52.43
2,香港,4,1033,4,678,0.39,65.63
3,台湾,1,426,6,236,1.41,55.40
4,上海,1,640,7,532,1.09,83.12
5,内蒙古,0,194,1,108,0.52,55.67
6,湖北,0,68128,4512,63547,6.62,93.28
7,北京,0,593,8,522,1.35,88.03
8,广东,2,1584,8,1518,0.51,95.83
9,山西,0,197,0,142,0.00,72.08
10,陕西,0,279,3,253,1.08,90.68
11,澳门,0,45,0,26,0.00,57.78
12,山东,0,787,7,766,0.89,97.33
13,浙江,0,1268,1,1254,0.08,98.90
14,福建,0,355,1,342,0.28,96.34
15,吉林,1,107,1,98,0.93,91.59
16,江苏,0,653,0,645,0.00,98.77
17,天津,0,189,3,178,1.59,94.18
18,河北,0,328,6,317,1.83,96.65
19,云南,0,184,2,178,1.09,96.74
20,重庆,0,579,6,570,1.04,98.45
21,安徽,0,991,6,984,0.61,99.29
22,四川,0,561,3,557,0.53,99.29
23,辽宁,0,146,2,143,1.37,97.95
24,广西,0,254,2,252,0.79,99.21
25,贵州,0,147,2,145,1.36,98.64
26,新疆,0,76,3,73,3.95,96.05
27,江西,0,937,1,936,0.11,99.89
28,西藏,0,1,0,1,0.00,100.00
29,湖南,0,1019,4,1015,0.39,99.61
30,宁夏,0,75,0,75,0.00,100.00
31,河南,0,1276,22,1254,1.72,98.28
32,甘肃,0,139,2,137,1.44,98.56
33,海南,0,168,6,162,3.57,96.43
34,青海,0,18,0,18,0.00,100.00
