_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,9,4993,102,4682,2.04,93.77
2,上海,12,966,7,910,0.72,94.20
3,台湾,3,503,7,478,1.39,95.03
4,四川,0,670,3,651,0.45,97.16
5,广东,3,1787,8,1764,0.45,98.71
6,福建,1,393,1,379,0.25,96.44
7,山东,0,831,7,813,0.84,97.83
8,陕西,0,384,3,371,0.78,96.61
9,浙江,0,1282,1,1272,0.08,99.22
10,天津,3,237,3,225,1.27,94.94
11,云南,0,206,2,195,0.97,94.66
12,广西,0,258,2,253,0.78,98.06
13,河北,0,365,6,356,1.64,97.53
14,江苏,0,665,0,663,0.00,99.70
15,河南,0,1278,22,1254,1.72,98.12
16,内蒙古,0,261,1,259,0.38,99.23
17,山西,0,203,0,202,0.00,99.51
18,重庆,0,584,6,577,1.03,98.80
19,贵州,0,147,2,145,1.36,98.64
20,新疆,0,902,3,899,0.33,99.67
21,黑龙江,0,948,13,935,1.37,98.63
22,宁夏,0,75,0,75,0.00,100.00
23,北京,0,935,9,926,0.96,99.04
24,湖北,0,68139,4512,63627,6.62,93.38
25,海南,0,171,6,165,3.51,96.49
26,澳门,0,46,0,46,0.00,100.00
27,辽宁,0,264,2,262,0.76,99.24
28,吉林,0,157,2,155,1.27,98.73
29,江西,0,935,1,934,0.11,99.89
30,湖南,0,1019,4,1015,0.39,99.61
31,安徽,0,991,6,985,0.61,99.39
32,西藏,0,1,0,1,0.00,100.00
33,甘肃,0,170,2,168,1.18,98.82
34,青海,0,18,0,18,0.00,100.00
