_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,黑龙江,2,930,13,508,1.40,54.62
2,香港,0,1035,4,725,0.39,70.05
3,台湾,1,428,6,264,1.40,61.68
4,内蒙古,3,197,1,114,0.51,57.87
5,上海,0,641,7,558,1.09,87.05
6,北京,0,593,8,525,1.35,88.53
7,山西,0,197,0,149,0.00,75.63
8,广东,0,1585,8,1534,0.50,96.78
9,陕西,7,286,3,253,1.05,88.46
10,湖北,0,68128,4512,63593,6.62,93.34
11,澳门,0,45,0,27,0.00,60.00
12,山东,0,787,7,767,0.89,97.46
13,浙江,0,1268,1,1256,0.08,99.05
14,吉林,1,109,1,99,0.92,90.83
15,江苏,0,653,0,646,0.00,98.93
16,天津,1,190,3,181,1.58,95.26
17,福建,0,355,1,349,0.28,98.31
18,河北,0,328,6,318,1.83,96.95
19,云南,1,185,2,180,1.08,97.30
20,辽宁,0,146,2,143,1.37,97.95
21,海南,0,168,6,162,3.57,96.43
22,西藏,0,1,0,1,0.00,100.00
23,贵州,0,147,2,145,1.36,98.64
24,广西,0,254,2,252,0.79,99.21
25,青海,0,18,0,18,0.00,100.00
26,安徽,0,991,6,985,0.61,99.39
27,宁夏,0,75,0,75,0.00,100.00
28,湖南,0,1019,4,1015,0.39,99.61
29,江西,0,937,1,936,0.11,99.89
30,新疆,0,76,3,73,3.95,96.05
31,四川,0,561,3,558,0.53,99.47
32,河南,0,1276,22,1254,1.72,98.28
33,甘肃,0,139,2,137,1.44,98.56
34,重庆,0,579,6,573,1.04,98.96
