_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,0,67802,3203,63612,4.72,93.82
2,香港,37,802,4,154,0.50,19.20
3,台湾,10,339,5,50,1.47,14.75
4,上海,4,526,6,343,1.14,65.21
5,北京,1,583,8,434,1.37,74.44
6,广东,7,1514,8,1368,0.53,90.36
7,福建,4,349,1,300,0.29,85.96
8,内蒙古,0,117,1,74,0.85,63.25
9,天津,2,179,3,140,1.68,78.21
10,澳门,0,41,0,10,0.00,24.39
11,浙江,2,1260,1,1228,0.08,97.46
12,江苏,4,651,0,632,0.00,97.08
13,山东,3,778,7,754,0.90,96.92
14,辽宁,1,141,2,124,1.42,87.94
15,四川,1,555,3,537,0.54,96.76
16,河北,1,326,6,310,1.84,95.09
17,云南,1,184,2,172,1.09,93.48
18,甘肃,0,138,2,127,1.45,92.03
19,陕西,0,255,3,244,1.18,95.69
20,黑龙江,1,489,13,469,2.66,95.91
21,吉林,0,98,1,92,1.02,93.88
22,山西,0,137,0,133,0.00,97.08
23,重庆,0,579,6,570,1.04,98.45
24,河南,0,1276,22,1251,1.72,98.04
25,贵州,0,147,2,144,1.36,97.96
26,湖南,0,1019,4,1014,0.39,99.51
27,江西,0,937,1,935,0.11,99.79
28,广西,0,254,2,252,0.79,99.21
29,西藏,0,1,0,1,0.00,100.00
30,安徽,0,990,6,984,0.61,99.39
31,海南,0,168,6,162,3.57,96.43
32,宁夏,0,75,0,75,0.00,100.00
33,新疆,0,76,3,73,3.95,96.05
34,青海,0,18,0,18,0.00,100.00
