_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,北京,0,929,9,680,0.97,73.20
2,香港,28,1431,7,1197,0.49,83.65
3,上海,2,724,7,689,0.97,95.17
4,辽宁,0,164,2,150,1.22,91.46
5,四川,0,599,3,587,0.50,98.00
6,内蒙古,0,245,1,237,0.41,96.73
7,台湾,0,451,7,438,1.55,97.12
8,广东,0,1648,8,1634,0.49,99.15
9,天津,4,203,3,195,1.48,96.06
10,河北,0,349,6,339,1.72,97.13
11,陕西,0,321,3,314,0.93,97.82
12,甘肃,0,167,2,162,1.20,97.01
13,浙江,1,1270,1,1267,0.08,99.76
14,云南,0,187,2,183,1.07,97.86
15,山西,0,200,0,198,0.00,99.00
16,福建,0,363,1,361,0.28,99.45
17,澳门,0,46,0,45,0.00,97.83
18,重庆,0,582,6,575,1.03,98.80
19,江苏,0,654,0,654,0.00,100.00
20,青海,0,18,0,18,0.00,100.00
21,安徽,0,991,6,985,0.61,99.39
22,吉林,0,155,2,153,1.29,98.71
23,宁夏,0,75,0,75,0.00,100.00
24,新疆,0,76,3,73,3.95,96.05
25,江西,0,932,1,931,0.11,99.89
26,河南,0,1276,22,1254,1.72,98.28
27,黑龙江,0,947,13,934,1.37,98.63
28,广西,0,254,2,252,0.79,99.21
29,湖南,0,1019,4,1015,0.39,99.61
30,贵州,0,147,2,145,1.36,98.64
31,山东,0,792,7,785,0.88,99.12
32,海南,0,171,6,165,3.51,96.49
33,湖北,0,68135,4512,63623,6.62,93.38
34,西藏,0,1,0,1,0.00,100.00
