_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,0,67801,3163,60810,4.67,89.69
2,香港,30,386,4,102,1.04,26.42
3,台湾,21,216,2,29,0.93,13.43
4,北京,7,561,8,403,1.43,71.84
5,上海,19,433,5,330,1.15,76.21
6,广东,5,1433,8,1334,0.56,93.09
7,福建,4,322,1,295,0.31,91.61
8,浙江,1,1241,1,1221,0.08,98.39
9,澳门,3,29,0,10,0.00,34.48
10,甘肃,0,136,2,119,1.47,87.50
11,山东,1,769,7,752,0.91,97.79
12,天津,4,145,3,133,2.07,91.72
13,四川,2,547,3,536,0.55,97.99
14,陕西,1,250,3,240,1.20,96.00
15,江苏,2,638,0,631,0.00,98.90
16,黑龙江,0,484,13,468,2.69,96.69
17,河北,0,319,6,310,1.88,97.18
18,广西,0,254,2,250,0.79,98.43
19,河南,0,1274,22,1250,1.73,98.12
20,云南,0,176,2,172,1.14,97.73
21,重庆,0,578,6,570,1.04,98.62
22,内蒙古,2,77,1,74,1.30,96.10
23,山西,0,134,0,133,0.00,99.25
24,辽宁,0,127,2,124,1.57,97.64
25,江西,0,936,1,934,0.11,99.79
26,吉林,1,94,1,92,1.06,97.87
27,宁夏,0,75,0,75,0.00,100.00
28,湖南,0,1018,4,1014,0.39,99.61
29,青海,0,18,0,18,0.00,100.00
30,安徽,0,990,6,984,0.61,99.39
31,海南,0,168,6,162,3.57,96.43
32,西藏,0,1,0,1,0.00,100.00
33,新疆,0,76,3,73,3.95,96.05
34,贵州,0,146,2,144,1.37,98.63
