_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,26,4657,76,3974,1.63,85.33
2,新疆,0,902,3,701,0.33,77.72
3,上海,0,875,7,796,0.80,90.97
4,山东,0,830,7,797,0.84,96.02
5,台湾,0,487,7,457,1.44,93.84
6,广东,2,1727,8,1701,0.46,98.49
7,陕西,2,362,3,343,0.83,94.75
8,四川,0,628,3,611,0.48,97.29
9,天津,2,218,3,203,1.38,93.12
10,辽宁,0,261,2,248,0.77,95.02
11,河北,5,359,6,343,1.67,95.54
12,江苏,0,665,0,656,0.00,98.65
13,浙江,0,1277,1,1268,0.08,99.30
14,福建,1,372,1,365,0.27,98.12
15,云南,0,195,2,189,1.03,96.92
16,江西,0,935,1,931,0.11,99.57
17,内蒙古,0,260,1,257,0.38,98.85
18,北京,0,935,9,924,0.96,98.82
19,黑龙江,0,948,13,934,1.37,98.52
20,湖北,0,68139,4512,63626,6.62,93.38
21,澳门,0,46,0,46,0.00,100.00
22,海南,0,171,6,165,3.51,96.49
23,广西,0,255,2,253,0.78,99.22
24,山西,0,201,0,201,0.00,100.00
25,贵州,0,147,2,145,1.36,98.64
26,安徽,0,991,6,985,0.61,99.39
27,湖南,0,1019,4,1015,0.39,99.61
28,河南,0,1276,22,1254,1.72,98.28
29,西藏,0,1,0,1,0.00,100.00
30,重庆,0,583,6,577,1.03,98.97
31,青海,0,18,0,18,0.00,100.00
32,甘肃,0,169,2,167,1.18,98.82
33,宁夏,0,75,0,75,0.00,100.00
34,吉林,0,157,2,155,1.27,98.73
