_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,118,3002,24,1591,0.80,53.00
2,新疆,96,496,3,79,0.60,15.93
3,辽宁,5,222,2,160,0.90,72.07
4,北京,1,933,9,901,0.96,96.57
5,台湾,0,467,7,440,1.50,94.22
6,上海,0,744,7,719,0.94,96.64
7,广东,1,1675,8,1651,0.48,98.57
8,内蒙古,0,258,1,244,0.39,94.57
9,山东,0,799,7,785,0.88,98.25
10,天津,0,204,3,195,1.47,95.59
11,四川,0,604,3,596,0.50,98.68
12,云南,1,191,2,186,1.05,97.38
13,陕西,1,324,3,318,0.93,98.15
14,吉林,0,157,2,153,1.27,97.45
15,福建,0,366,1,363,0.27,99.18
16,浙江,0,1270,1,1268,0.08,99.84
17,江苏,0,655,0,654,0.00,99.85
18,湖南,0,1019,4,1015,0.39,99.61
19,江西,0,932,1,931,0.11,99.89
20,甘肃,0,167,2,165,1.20,98.80
21,重庆,0,583,6,577,1.03,98.97
22,河南,0,1276,22,1254,1.72,98.28
23,安徽,0,991,6,985,0.61,99.39
24,广西,0,255,2,253,0.78,99.22
25,澳门,0,46,0,46,0.00,100.00
26,山西,0,201,0,201,0.00,100.00
27,海南,0,171,6,165,3.51,96.49
28,贵州,0,147,2,145,1.36,98.64
29,青海,0,18,0,18,0.00,100.00
30,西藏,0,1,0,1,0.00,100.00
31,湖北,0,68135,4512,63623,6.62,93.38
32,黑龙江,0,947,13,934,1.37,98.63
33,河北,0,349,6,343,1.72,98.28
34,宁夏,0,75,0,75,0.00,100.00
