_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,113,2131,14,1344,0.66,63.07
2,新疆,18,158,3,73,1.90,46.20
3,北京,0,929,9,841,0.97,90.53
4,上海,1,738,7,711,0.95,96.34
5,广东,1,1662,8,1637,0.48,98.50
6,台湾,0,455,7,440,1.54,96.70
7,内蒙古,0,250,1,241,0.40,96.40
8,山东,0,798,7,785,0.88,98.37
9,四川,0,603,3,594,0.50,98.51
10,天津,0,203,3,195,1.48,96.06
11,辽宁,1,165,2,158,1.21,95.76
12,陕西,1,323,3,317,0.93,98.14
13,云南,0,189,2,185,1.06,97.88
14,福建,0,364,1,361,0.27,99.18
15,浙江,0,1270,1,1267,0.08,99.76
16,重庆,0,583,6,576,1.03,98.80
17,山西,0,201,0,200,0.00,99.50
18,江苏,0,655,0,654,0.00,99.85
19,河北,0,349,6,342,1.72,97.99
20,吉林,0,155,2,153,1.29,98.71
21,西藏,0,1,0,1,0.00,100.00
22,青海,0,18,0,18,0.00,100.00
23,宁夏,0,75,0,75,0.00,100.00
24,贵州,0,147,2,145,1.36,98.64
25,湖北,0,68135,4512,63623,6.62,93.38
26,广西,0,255,2,253,0.78,99.22
27,江西,0,932,1,931,0.11,99.89
28,澳门,0,46,0,46,0.00,100.00
29,安徽,0,991,6,985,0.61,99.39
30,甘肃,0,167,2,165,1.20,98.80
31,河南,0,1276,22,1254,1.72,98.28
32,海南,0,171,6,165,3.51,96.49
33,黑龙江,0,947,13,934,1.37,98.63
34,湖南,0,1019,4,1015,0.39,99.61
