_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,北京,1,923,9,589,0.98,63.81
2,香港,28,1233,7,1117,0.57,90.59
3,上海,1,713,7,677,0.98,94.95
4,甘肃,0,164,2,149,1.22,90.85
5,四川,0,595,3,580,0.50,97.48
6,河北,0,349,6,334,1.72,95.70
7,广东,1,1642,8,1627,0.49,99.09
8,陕西,0,320,3,310,0.94,96.88
9,辽宁,0,155,2,148,1.29,95.48
10,重庆,0,582,6,573,1.03,98.45
11,福建,0,363,1,359,0.28,98.90
12,台湾,0,447,7,438,1.57,97.99
13,澳门,0,46,0,45,0.00,97.83
14,天津,0,198,3,194,1.52,97.98
15,江苏,0,654,0,653,0.00,99.85
16,浙江,0,1269,1,1267,0.08,99.84
17,黑龙江,0,947,13,934,1.37,98.63
18,江西,0,932,1,931,0.11,99.89
19,湖南,0,1019,4,1015,0.39,99.61
20,新疆,0,76,3,73,3.95,96.05
21,贵州,0,147,2,145,1.36,98.64
22,云南,0,185,2,183,1.08,98.92
23,青海,0,18,0,18,0.00,100.00
24,湖北,0,68135,4512,63623,6.62,93.38
25,广西,0,254,2,252,0.79,99.21
26,内蒙古,0,238,1,237,0.42,99.58
27,宁夏,0,75,0,75,0.00,100.00
28,河南,0,1276,22,1254,1.72,98.28
29,海南,0,171,6,165,3.51,96.49
30,山东,0,792,7,785,0.88,99.12
31,安徽,0,991,6,985,0.61,99.39
32,西藏,0,1,0,1,0.00,100.00
33,吉林,0,155,2,153,1.29,98.71
34,山西,0,198,0,198,0.00,100.00
