_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,318,65914,2682,26403,4.07,40.06
2,广东,1,1348,7,919,0.52,68.18
3,河南,0,1272,20,1103,1.57,86.71
4,浙江,0,1205,1,943,0.08,78.26
5,湖南,0,1017,4,820,0.39,80.63
6,安徽,1,990,6,842,0.61,85.05
7,江西,1,935,1,790,0.11,84.49
8,山东,0,756,6,404,0.79,53.44
9,江苏,0,631,0,506,0.00,80.19
10,重庆,0,576,6,401,1.04,69.62
11,四川,4,538,3,326,0.56,60.59
12,黑龙江,0,480,13,280,2.71,58.33
13,北京,0,410,7,257,1.71,62.68
14,上海,0,337,3,279,0.89,82.79
15,河北,1,318,6,274,1.89,86.16
16,福建,0,296,1,232,0.34,78.38
17,广西,0,252,2,166,0.79,65.87
18,陕西,0,245,1,197,0.41,80.41
19,云南,0,174,2,156,1.15,89.66
20,海南,0,168,5,132,2.98,78.57
21,贵州,0,146,2,112,1.37,76.71
22,天津,1,136,3,102,2.21,75.00
23,山西,0,133,0,107,0.00,80.45
24,辽宁,0,121,1,93,0.83,76.86
25,香港,3,94,2,26,2.13,27.66
26,吉林,0,93,1,68,1.08,73.12
27,甘肃,0,91,2,82,2.20,90.11
28,新疆,0,76,3,43,3.95,56.58
29,内蒙古,0,75,0,43,0.00,57.33
30,宁夏,0,72,0,68,0.00,94.44
31,台湾,2,34,1,6,2.94,17.65
32,青海,0,18,0,18,0.00,100.00
33,澳门,0,10,0,8,0.00,80.00
34,西藏,0,1,0,1,0.00,100.00
