_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,126,67592,2931,41966,4.34,62.09
2,广东,1,1351,7,1209,0.52,89.49
3,河南,0,1272,22,1241,1.73,97.56
4,浙江,0,1215,1,1153,0.08,94.90
5,湖南,0,1018,4,946,0.39,92.93
6,安徽,0,990,6,979,0.61,98.89
7,江西,0,935,1,908,0.11,97.11
8,山东,0,758,6,602,0.79,79.42
9,江苏,0,631,0,588,0.00,93.19
10,重庆,0,576,6,512,1.04,88.89
11,四川,0,539,3,428,0.56,79.41
12,黑龙江,0,481,13,380,2.70,79.00
13,北京,4,422,8,298,1.90,70.62
14,上海,3,342,3,306,0.88,89.47
15,河北,0,318,6,304,1.89,95.60
16,福建,0,296,1,278,0.34,93.92
17,广西,0,252,2,217,0.79,86.11
18,陕西,0,245,1,224,0.41,91.43
19,云南,0,174,2,170,1.15,97.70
20,海南,0,168,6,158,3.57,94.05
21,贵州,0,146,2,114,1.37,78.08
22,天津,0,136,3,128,2.21,94.12
23,山西,0,133,0,126,0.00,94.74
24,辽宁,0,125,1,106,0.80,84.80
25,香港,0,104,2,46,1.92,44.23
26,甘肃,11,102,2,87,1.96,85.29
27,吉林,0,93,1,88,1.08,94.62
28,新疆,0,76,3,70,3.95,92.11
29,内蒙古,0,75,1,65,1.33,86.67
30,宁夏,0,75,0,69,0.00,92.00
31,台湾,3,45,1,12,2.22,26.67
32,青海,0,18,0,18,0.00,100.00
33,澳门,0,10,0,9,0.00,90.00
34,西藏,0,1,0,1,0.00,100.00
