_id,省,市,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,湖北,武汉,0,50007,2563,46461,5.13,92.91
2,湖北,襄阳,0,1175,39,1135,3.32,96.60
3,湖北,孝感,0,3518,128,3389,3.64,96.33
4,湖北,仙桃,0,575,22,552,3.83,96.00
5,湖北,宜昌,0,931,36,894,3.87,96.03
6,湖北,天门,0,496,15,481,3.02,96.98
7,湖北,恩施州,0,252,7,245,2.78,97.22
8,湖北,十堰,0,672,8,664,1.19,98.81
9,湖北,鄂州,0,1394,59,1335,4.23,95.77
10,湖北,黄石,0,1015,39,976,3.84,96.16
11,湖北,荆州,0,1580,52,1528,3.29,96.71
12,湖北,随州,0,1307,45,1262,3.44,96.56
13,湖北,荆门,0,928,41,887,4.42,95.58
14,湖北,咸宁,0,836,15,821,1.79,98.21
15,湖北,潜江,0,198,9,189,4.55,95.45
16,湖北,黄冈,0,2907,125,2782,4.30,95.70
17,湖北,神农架,0,11,0,11,0.00,100.00
18,香港,地区待确认,37,802,4,154,0.50,19.20
19,台湾,地区待确认,10,339,5,50,1.47,14.75
20,上海,境外输入,4,187,0,16,0.00,8.56
21,上海,外地来沪,0,111,1,107,0.90,96.40
22,上海,宝山,0,22,1,19,4.55,86.36
23,上海,嘉定,0,9,1,7,11.11,77.78
24,上海,青浦,0,6,0,6,0.00,100.00
25,上海,静安,0,16,1,15,6.25,93.75
26,上海,徐汇,0,18,1,17,5.56,94.44
27,上海,黄浦,0,6,1,5,16.67,83.33
28,上海,浦东,0,61,0,61,0.00,100.00
29,上海,地区待确认,0,0,0,0,0.00,0.00
30,上海,崇明,0,4,0,4,0.00,100.00
31,上海,金山,0,4,0,4,0.00,100.00
32,上海,虹口,0,7,0,7,0.00,100.00
33,上海,奉贤,0,9,0,9,0.00,100.00
34,上海,杨浦,0,9,0,9,0.00,100.00
35,上海,普陀,0,11,0,11,0.00,100.00
36,上海,长宁,0,13,0,13,0.00,100.00
37,上海,松江,0,14,0,14,0.00,100.00
38,上海,闵行,0,19,0,19,0.00,100.00
39,北京,境外输入,1,167,0,34,0.00,20.36
40,北京,朝阳,0,72,0,0,0.00,0.00
41,北京,海淀,0,64,0,0,0.00,0.00
42,北京,西城,0,53,0,0,0.00,0.00
43,北京,丰台,0,43,0,0,0.00,0.00
44,北京,大兴,0,39,0,0,0.00,0.00
45,北京,昌平,0,29,0,0,0.00,0.00
46,北京,外地来京,0,25,0,0,0.00,0.00
47,北京,通州,0,19,0,0,0.00,0.00
48,北京,房山,0,16,0,0,0.00,0.00
49,北京,石景山,0,14,0,0,0.00,0.00
50,北京,东城,0,14,0,0,0.00,0.00
51,北京,顺义,0,10,0,0,0.00,0.00
52,北京,密云,0,7,0,0,0.00,0.00
53,北京,怀柔,0,7,0,0,0.00,0.00
54,北京,门头沟,0,3,0,0,0.00,0.00
55,北京,延庆,0,1,0,0,0.00,0.00
