_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,黑龙江,5,935,13,511,1.39,54.65
2,香港,2,1037,4,753,0.39,72.61
3,台湾,1,429,6,281,1.40,65.50
4,内蒙古,1,198,1,121,0.51,61.11
5,上海,1,642,7,568,1.09,88.47
6,北京,0,593,8,525,1.35,88.53
7,山西,0,197,0,154,0.00,78.17
8,广东,1,1586,8,1542,0.50,97.23
9,陕西,0,286,3,253,1.05,88.46
10,澳门,0,45,0,28,0.00,62.22
11,山东,0,787,7,767,0.89,97.46
12,湖北,0,68128,4512,63604,6.62,93.36
13,浙江,0,1268,1,1257,0.08,99.13
14,吉林,0,109,1,99,0.92,90.83
15,江苏,0,653,0,646,0.00,98.93
16,福建,0,355,1,349,0.28,98.31
17,天津,0,190,3,182,1.58,95.79
18,河北,0,328,6,318,1.83,96.95
19,云南,0,185,2,181,1.08,97.84
20,辽宁,0,146,2,143,1.37,97.95
21,新疆,0,76,3,73,3.95,96.05
22,河南,0,1276,22,1254,1.72,98.28
23,贵州,0,147,2,145,1.36,98.64
24,安徽,0,991,6,985,0.61,99.39
25,宁夏,0,75,0,75,0.00,100.00
26,海南,0,168,6,162,3.57,96.43
27,江西,0,937,1,936,0.11,99.89
28,广西,0,254,2,252,0.79,99.21
29,湖南,0,1019,4,1015,0.39,99.61
30,甘肃,0,139,2,137,1.44,98.56
31,西藏,0,1,0,1,0.00,100.00
32,重庆,0,579,6,573,1.04,98.96
33,四川,0,561,3,558,0.53,99.47
34,青海,0,18,0,18,0.00,100.00
