_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,13,4938,100,4613,2.03,93.42
2,上海,3,942,7,890,0.74,94.48
3,广东,1,1777,8,1749,0.45,98.42
4,四川,0,665,3,645,0.45,96.99
5,台湾,0,498,7,475,1.41,95.38
6,山东,0,831,7,813,0.84,97.83
7,浙江,2,1280,1,1268,0.08,99.06
8,福建,0,388,1,376,0.26,96.91
9,陕西,1,381,3,368,0.79,96.59
10,天津,1,234,3,221,1.28,94.44
11,云南,0,201,2,193,1.00,96.02
12,河北,0,365,6,355,1.64,97.26
13,广西,1,258,2,253,0.78,98.06
14,江苏,0,665,0,663,0.00,99.70
15,山西,0,203,0,202,0.00,99.51
16,重庆,0,584,6,577,1.03,98.80
17,辽宁,0,264,2,261,0.76,98.86
18,河南,1,1277,22,1254,1.72,98.20
19,内蒙古,0,261,1,259,0.38,99.23
20,江西,0,935,1,934,0.11,99.89
21,新疆,0,902,3,899,0.33,99.67
22,西藏,0,1,0,1,0.00,100.00
23,青海,0,18,0,18,0.00,100.00
24,北京,0,935,9,926,0.96,99.04
25,湖北,0,68139,4512,63627,6.62,93.38
26,宁夏,0,75,0,75,0.00,100.00
27,黑龙江,0,948,13,935,1.37,98.63
28,湖南,0,1019,4,1015,0.39,99.61
29,贵州,0,147,2,145,1.36,98.64
30,吉林,0,157,2,155,1.27,98.73
31,澳门,0,46,0,46,0.00,100.00
32,甘肃,0,170,2,168,1.18,98.82
33,海南,0,171,6,165,3.51,96.49
34,安徽,0,991,6,985,0.61,99.39
