_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,25,4682,77,4018,1.64,85.82
2,新疆,0,902,3,716,0.33,79.38
3,上海,5,880,7,796,0.80,90.45
4,山东,1,831,7,798,0.84,96.03
5,台湾,0,487,7,457,1.44,93.84
6,广东,0,1727,8,1701,0.46,98.49
7,四川,3,631,3,611,0.48,96.83
8,陕西,0,362,3,345,0.83,95.30
9,天津,0,218,3,203,1.38,93.12
10,河北,0,359,6,343,1.67,95.54
11,福建,3,375,1,365,0.27,97.33
12,辽宁,0,261,2,250,0.77,95.79
13,江苏,0,665,0,656,0.00,98.65
14,浙江,0,1277,1,1268,0.08,99.30
15,云南,3,198,2,189,1.01,95.45
16,江西,0,935,1,931,0.11,99.57
17,北京,0,935,9,924,0.96,98.82
18,内蒙古,0,260,1,257,0.38,98.85
19,湖北,0,68139,4512,63626,6.62,93.38
20,山西,1,202,0,201,0.00,99.50
21,黑龙江,0,948,13,934,1.37,98.52
22,广西,0,255,2,253,0.78,99.22
23,宁夏,0,75,0,75,0.00,100.00
24,湖南,0,1019,4,1015,0.39,99.61
25,海南,0,171,6,165,3.51,96.49
26,甘肃,0,169,2,167,1.18,98.82
27,吉林,0,157,2,155,1.27,98.73
28,安徽,0,991,6,985,0.61,99.39
29,西藏,0,1,0,1,0.00,100.00
30,贵州,0,147,2,145,1.36,98.64
31,重庆,0,583,6,577,1.03,98.97
32,澳门,0,46,0,46,0.00,100.00
33,河南,0,1276,22,1254,1.72,98.28
34,青海,0,18,0,18,0.00,100.00
