_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,0,1107,4,1050,0.36,94.85
2,四川,0,582,3,558,0.52,95.88
3,广东,0,1604,8,1587,0.50,98.94
4,上海,0,678,7,665,1.03,98.08
5,内蒙古,2,237,1,230,0.42,97.05
6,台湾,0,443,7,431,1.58,97.29
7,山东,0,792,7,781,0.88,98.61
8,陕西,0,311,3,305,0.96,98.07
9,天津,1,194,3,189,1.55,97.42
10,福建,0,359,1,356,0.28,99.16
11,海南,0,169,6,162,3.55,95.86
12,北京,0,594,9,584,1.52,98.32
13,河南,0,1276,22,1254,1.72,98.28
14,浙江,0,1268,1,1267,0.08,99.92
15,贵州,0,147,2,145,1.36,98.64
16,甘肃,0,139,2,137,1.44,98.56
17,青海,0,18,0,18,0.00,100.00
18,新疆,0,76,3,73,3.95,96.05
19,江西,0,932,1,931,0.11,99.89
20,黑龙江,0,947,13,934,1.37,98.63
21,安徽,0,991,6,985,0.61,99.39
22,重庆,0,579,6,573,1.04,98.96
23,广西,0,254,2,252,0.79,99.21
24,宁夏,0,75,0,75,0.00,100.00
25,江苏,0,653,0,653,0.00,100.00
26,河北,0,328,6,322,1.83,98.17
27,辽宁,0,149,2,147,1.34,98.66
28,西藏,0,1,0,1,0.00,100.00
29,湖北,0,68135,4512,63623,6.62,93.38
30,云南,0,185,2,183,1.08,98.92
31,澳门,0,45,0,45,0.00,100.00
32,吉林,0,155,2,153,1.29,98.71
33,山西,0,198,0,198,0.00,100.00
34,湖南,0,1019,4,1015,0.39,99.61
