_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,北京,25,777,9,584,1.16,75.16
2,香港,4,1124,4,1072,0.36,95.37
3,上海,0,697,7,668,1.00,95.84
4,广东,3,1631,8,1604,0.49,98.34
5,四川,0,589,3,569,0.51,96.60
6,河北,2,340,6,322,1.76,94.71
7,甘肃,1,151,2,137,1.32,90.73
8,台湾,1,446,7,434,1.57,97.31
9,陕西,0,314,3,306,0.96,97.45
10,福建,0,362,1,357,0.28,98.62
11,辽宁,1,153,2,147,1.31,96.08
12,内蒙古,0,238,1,234,0.42,98.32
13,重庆,0,582,6,573,1.03,98.45
14,天津,0,197,3,191,1.52,96.95
15,山东,0,792,7,783,0.88,98.86
16,海南,0,171,6,163,3.51,95.32
17,浙江,0,1269,1,1267,0.08,99.84
18,江苏,0,653,0,653,0.00,100.00
19,广西,0,254,2,252,0.79,99.21
20,安徽,0,991,6,985,0.61,99.39
21,湖北,0,68135,4512,63623,6.62,93.38
22,贵州,0,147,2,145,1.36,98.64
23,吉林,0,155,2,153,1.29,98.71
24,澳门,0,45,0,45,0.00,100.00
25,青海,0,18,0,18,0.00,100.00
26,黑龙江,0,947,13,934,1.37,98.63
27,河南,0,1276,22,1254,1.72,98.28
28,山西,0,198,0,198,0.00,100.00
29,宁夏,0,75,0,75,0.00,100.00
30,新疆,0,76,3,73,3.95,96.05
31,西藏,0,1,0,1,0.00,100.00
32,湖南,0,1019,4,1015,0.39,99.61
33,江西,0,932,1,931,0.11,99.89
34,云南,0,185,2,183,1.08,98.92
