_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,115,3511,35,1959,1.00,55.80
2,新疆,28,696,3,103,0.43,14.80
3,辽宁,9,253,2,160,0.79,63.24
4,台湾,0,474,7,441,1.48,93.04
5,广东,1,1683,8,1657,0.48,98.46
6,上海,0,749,7,725,0.93,96.80
7,内蒙古,0,258,1,244,0.39,94.57
8,山东,2,804,7,786,0.87,97.76
9,四川,0,608,3,597,0.49,98.19
10,北京,0,933,9,917,0.96,98.29
11,天津,0,205,3,196,1.46,95.61
12,陕西,0,326,3,318,0.92,97.55
13,江苏,3,658,0,654,0.00,99.39
14,福建,0,367,1,363,0.27,98.91
15,湖北,0,68138,4512,63623,6.62,93.37
16,吉林,0,157,2,153,1.27,97.45
17,云南,0,191,2,187,1.05,97.91
18,浙江,0,1270,1,1268,0.08,99.84
19,宁夏,0,75,0,75,0.00,100.00
20,青海,0,18,0,18,0.00,100.00
21,黑龙江,0,947,13,934,1.37,98.63
22,河北,0,349,6,343,1.72,98.28
23,安徽,0,991,6,985,0.61,99.39
24,贵州,0,147,2,145,1.36,98.64
25,江西,0,932,1,931,0.11,99.89
26,山西,0,201,0,201,0.00,100.00
27,西藏,0,1,0,1,0.00,100.00
28,海南,0,171,6,165,3.51,96.49
29,广西,0,255,2,253,0.78,99.22
30,河南,0,1276,22,1254,1.72,98.28
31,重庆,0,583,6,577,1.03,98.97
32,甘肃,0,167,2,165,1.20,98.80
33,湖南,0,1019,4,1015,0.39,99.61
34,澳门,0,46,0,46,0.00,100.00
