_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,台湾,0,440,7,372,1.59,84.55
2,香港,0,1047,4,991,0.38,94.65
3,吉林,6,133,1,108,0.75,81.20
4,上海,1,660,7,633,1.06,95.91
5,内蒙古,0,209,1,190,0.48,90.91
6,北京,0,593,9,573,1.52,96.63
7,陕西,0,308,3,297,0.97,96.43
8,湖北,0,68134,4512,63616,6.62,93.37
9,山东,0,788,7,777,0.89,98.60
10,广东,0,1589,8,1578,0.50,99.31
11,黑龙江,0,945,13,929,1.38,98.31
12,澳门,0,45,0,42,0.00,93.33
13,天津,0,191,3,186,1.57,97.38
14,福建,0,356,1,354,0.28,99.44
15,河北,0,328,6,321,1.83,97.87
16,辽宁,0,147,2,144,1.36,97.96
17,湖南,0,1019,4,1015,0.39,99.61
18,海南,0,168,6,162,3.57,96.43
19,云南,0,185,2,183,1.08,98.92
20,江西,0,937,1,936,0.11,99.89
21,新疆,0,76,3,73,3.95,96.05
22,西藏,0,1,0,1,0.00,100.00
23,安徽,0,991,6,985,0.61,99.39
24,山西,0,198,0,198,0.00,100.00
25,青海,0,18,0,18,0.00,100.00
26,四川,0,561,3,558,0.53,99.47
27,甘肃,0,139,2,137,1.44,98.56
28,贵州,0,147,2,145,1.36,98.64
29,河南,0,1276,22,1254,1.72,98.28
30,浙江,0,1268,1,1267,0.08,99.92
31,江苏,0,653,0,653,0.00,100.00
32,广西,0,254,2,252,0.79,99.21
33,宁夏,0,75,0,75,0.00,100.00
34,重庆,0,579,6,573,1.04,98.96
