_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,2,1023,4,568,0.39,55.52
2,黑龙江,6,898,13,472,1.45,52.56
3,台湾,3,398,6,178,1.51,44.72
4,湖北,0,68128,4512,63507,6.62,93.22
5,上海,7,635,7,521,1.10,82.05
6,内蒙古,0,193,1,104,0.52,53.89
7,广东,1,1580,8,1490,0.51,94.30
8,北京,0,593,8,510,1.35,86.00
9,山西,0,197,0,135,0.00,68.53
10,澳门,0,45,0,17,0.00,37.78
11,浙江,0,1268,1,1247,0.08,98.34
12,福建,0,355,1,339,0.28,95.49
13,山东,0,787,7,765,0.89,97.20
14,天津,0,189,3,173,1.59,91.53
15,江苏,0,653,0,643,0.00,98.47
16,吉林,2,104,1,97,0.96,93.27
17,河北,0,328,6,316,1.83,96.34
18,四川,0,561,3,554,0.53,98.75
19,云南,0,184,2,178,1.09,96.74
20,重庆,0,579,6,570,1.04,98.45
21,辽宁,0,146,2,142,1.37,97.26
22,安徽,0,991,6,984,0.61,99.29
23,陕西,0,256,3,252,1.17,98.44
24,青海,0,18,0,18,0.00,100.00
25,甘肃,0,139,2,137,1.44,98.56
26,江西,0,937,1,936,0.11,99.89
27,贵州,0,147,2,145,1.36,98.64
28,新疆,0,76,3,73,3.95,96.05
29,宁夏,0,75,0,75,0.00,100.00
30,河南,0,1276,22,1254,1.72,98.28
31,西藏,0,1,0,1,0.00,100.00
32,湖南,0,1019,4,1015,0.39,99.61
33,广西,0,254,2,252,0.79,99.21
34,海南,0,168,6,162,3.57,96.43
