_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,18,4604,75,3827,1.63,83.12
2,新疆,0,902,3,625,0.33,69.29
3,上海,11,862,7,777,0.81,90.14
4,山东,3,827,7,794,0.85,96.01
5,广东,0,1725,8,1695,0.46,98.26
6,台湾,0,486,7,457,1.44,94.03
7,陕西,0,358,3,339,0.84,94.69
8,四川,1,628,3,610,0.48,97.13
9,辽宁,0,261,2,245,0.77,93.87
10,天津,6,216,3,202,1.39,93.52
11,江苏,1,665,0,656,0.00,98.65
12,浙江,0,1277,1,1268,0.08,99.30
13,福建,0,370,1,365,0.27,98.65
14,云南,0,195,2,189,1.03,96.92
15,江西,0,935,1,931,0.11,99.57
16,内蒙古,0,260,1,256,0.38,98.46
17,河北,0,351,6,343,1.71,97.72
18,北京,0,935,9,924,0.96,98.82
19,黑龙江,0,948,13,934,1.37,98.52
20,湖北,0,68139,4512,63626,6.62,93.38
21,青海,0,18,0,18,0.00,100.00
22,重庆,0,583,6,577,1.03,98.97
23,甘肃,0,169,2,167,1.18,98.82
24,海南,0,171,6,165,3.51,96.49
25,吉林,0,157,2,155,1.27,98.73
26,河南,0,1276,22,1254,1.72,98.28
27,安徽,0,991,6,985,0.61,99.39
28,山西,0,201,0,201,0.00,100.00
29,贵州,0,147,2,145,1.36,98.64
30,宁夏,0,75,0,75,0.00,100.00
31,西藏,0,1,0,1,0.00,100.00
32,澳门,0,46,0,46,0.00,100.00
33,广西,0,255,2,253,0.78,99.22
34,湖南,0,1019,4,1015,0.39,99.61
