_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,北京,0,929,9,669,0.97,72.01
2,香港,38,1403,7,1187,0.50,84.60
3,上海,0,722,7,689,0.97,95.43
4,辽宁,1,164,2,150,1.22,91.46
5,四川,0,599,3,587,0.50,98.00
6,内蒙古,0,245,1,237,0.41,96.73
7,台湾,2,451,7,438,1.55,97.12
8,广东,1,1648,8,1634,0.49,99.15
9,陕西,0,321,3,314,0.93,97.82
10,河北,0,349,6,339,1.72,97.13
11,甘肃,0,167,2,162,1.20,97.01
12,云南,0,187,2,183,1.07,97.86
13,山西,0,200,0,198,0.00,99.00
14,澳门,0,46,0,45,0.00,97.83
15,天津,0,199,3,195,1.51,97.99
16,重庆,0,582,6,575,1.03,98.80
17,浙江,0,1269,1,1267,0.08,99.84
18,福建,0,363,1,361,0.28,99.45
19,吉林,0,155,2,153,1.29,98.71
20,江西,0,932,1,931,0.11,99.89
21,黑龙江,0,947,13,934,1.37,98.63
22,山东,0,792,7,785,0.88,99.12
23,青海,0,18,0,18,0.00,100.00
24,广西,0,254,2,252,0.79,99.21
25,江苏,0,654,0,654,0.00,100.00
26,海南,0,171,6,165,3.51,96.49
27,宁夏,0,75,0,75,0.00,100.00
28,安徽,0,991,6,985,0.61,99.39
29,湖北,0,68135,4512,63623,6.62,93.38
30,新疆,0,76,3,73,3.95,96.05
31,河南,0,1276,22,1254,1.72,98.28
32,湖南,0,1019,4,1015,0.39,99.61
33,贵州,0,147,2,145,1.36,98.64
34,西藏,0,1,0,1,0.00,100.00
