_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,8,5049,103,4749,2.04,94.06
2,上海,0,975,7,926,0.72,94.97
3,陕西,0,401,3,374,0.75,93.27
4,广东,4,1807,8,1777,0.44,98.34
5,台湾,0,509,7,480,1.38,94.30
6,四川,3,675,3,655,0.44,97.04
7,福建,0,396,1,381,0.25,96.21
8,云南,0,209,2,196,0.96,93.78
9,浙江,0,1282,1,1272,0.08,99.22
10,山东,1,832,7,816,0.84,98.08
11,天津,1,239,3,229,1.26,95.82
12,河南,1,1280,22,1254,1.72,97.97
13,内蒙古,0,263,1,259,0.38,98.48
14,河北,0,365,6,357,1.64,97.81
15,广西,0,258,2,254,0.78,98.45
16,辽宁,0,265,2,262,0.75,98.87
17,江苏,0,665,0,664,0.00,99.85
18,重庆,0,584,6,578,1.03,98.97
19,江西,0,935,1,934,0.11,99.89
20,安徽,0,991,6,985,0.61,99.39
21,北京,0,935,9,926,0.96,99.04
22,澳门,0,46,0,46,0.00,100.00
23,西藏,0,1,0,1,0.00,100.00
24,新疆,0,902,3,899,0.33,99.67
25,湖北,0,68139,4512,63627,6.62,93.38
26,海南,0,171,6,165,3.51,96.49
27,山西,0,203,0,203,0.00,100.00
28,青海,0,18,0,18,0.00,100.00
29,湖南,0,1019,4,1015,0.39,99.61
30,吉林,0,157,2,155,1.27,98.73
31,宁夏,0,75,0,75,0.00,100.00
32,贵州,0,147,2,145,1.36,98.64
33,黑龙江,0,948,13,935,1.37,98.63
34,甘肃,0,170,2,168,1.18,98.82
