_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,13,973,4,293,0.41,30.11
2,湖北,0,67803,3216,64236,4.74,94.74
3,台湾,1,380,5,80,1.32,21.05
4,黑龙江,29,638,13,470,2.04,73.67
5,上海,3,555,7,422,1.26,76.04
6,北京,0,588,8,469,1.36,79.76
7,广东,5,1544,8,1434,0.52,92.88
8,内蒙古,2,128,1,79,0.78,61.72
9,福建,0,351,1,311,0.28,88.60
10,澳门,0,45,0,10,0.00,22.22
11,山西,2,168,0,134,0.00,79.76
12,浙江,0,1267,1,1235,0.08,97.47
13,天津,1,182,3,154,1.65,84.62
14,山东,0,783,7,756,0.89,96.55
15,江苏,0,651,0,634,0.00,97.39
16,四川,0,560,3,546,0.54,97.50
17,辽宁,0,144,2,132,1.39,91.67
18,云南,0,184,2,173,1.09,94.02
19,河北,0,327,6,313,1.83,95.72
20,陕西,0,256,3,246,1.17,96.09
21,重庆,0,579,6,570,1.04,98.45
22,吉林,0,98,1,95,1.02,96.94
23,甘肃,0,139,2,135,1.44,97.12
24,河南,0,1276,22,1252,1.72,98.12
25,湖南,0,1019,4,1014,0.39,99.51
26,安徽,0,991,6,984,0.61,99.29
27,贵州,0,147,2,144,1.36,97.96
28,青海,0,18,0,18,0.00,100.00
29,新疆,0,76,3,73,3.95,96.05
30,宁夏,0,75,0,75,0.00,100.00
31,海南,0,168,6,162,3.57,96.43
32,江西,0,937,1,936,0.11,99.89
33,广西,0,254,2,252,0.79,99.21
34,西藏,0,1,0,1,0.00,100.00
