_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,69,4312,66,3295,1.53,76.41
2,新疆,8,891,3,424,0.34,47.59
3,上海,16,816,7,740,0.86,90.69
4,辽宁,0,261,2,207,0.77,79.31
5,山东,0,821,7,789,0.85,96.10
6,台湾,0,481,7,450,1.46,93.56
7,陕西,5,346,3,324,0.87,93.64
8,广东,0,1707,8,1681,0.47,98.48
9,四川,1,619,3,605,0.48,97.74
10,浙江,0,1275,1,1268,0.08,99.45
11,湖北,0,68139,4512,63623,6.62,93.37
12,江苏,0,659,0,655,0.00,99.39
13,北京,0,935,9,922,0.96,98.61
14,内蒙古,0,259,1,255,0.39,98.46
15,河北,0,351,6,343,1.71,97.72
16,甘肃,0,169,2,165,1.18,97.63
17,福建,0,368,1,365,0.27,99.18
18,吉林,0,157,2,154,1.27,98.09
19,黑龙江,0,948,13,934,1.37,98.52
20,云南,0,191,2,188,1.05,98.43
21,宁夏,0,75,0,75,0.00,100.00
22,澳门,0,46,0,46,0.00,100.00
23,河南,0,1276,22,1254,1.72,98.28
24,安徽,0,991,6,985,0.61,99.39
25,贵州,0,147,2,145,1.36,98.64
26,湖南,0,1019,4,1015,0.39,99.61
27,江西,0,932,1,931,0.11,99.89
28,山西,0,201,0,201,0.00,100.00
29,重庆,0,583,6,577,1.03,98.97
30,西藏,0,1,0,1,0.00,100.00
31,青海,0,18,0,18,0.00,100.00
32,天津,0,205,3,202,1.46,98.54
33,海南,0,171,6,165,3.51,96.49
34,广西,0,255,2,253,0.78,99.22
