_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,台湾,0,440,7,398,1.59,90.45
2,吉林,5,151,2,123,1.32,81.46
3,香港,0,1055,4,1025,0.38,97.16
4,内蒙古,3,216,1,196,0.46,90.74
5,上海,0,666,7,641,1.05,96.25
6,湖北,1,68135,4512,63616,6.62,93.37
7,北京,0,593,9,578,1.52,97.47
8,广东,0,1590,8,1579,0.50,99.31
9,辽宁,0,149,2,144,1.34,96.64
10,天津,0,192,3,187,1.56,97.40
11,陕西,0,308,3,303,0.97,98.38
12,山东,0,788,7,780,0.89,98.98
13,澳门,0,45,0,44,0.00,97.78
14,海南,0,169,6,162,3.55,95.86
15,福建,0,356,1,355,0.28,99.72
16,西藏,0,1,0,1,0.00,100.00
17,青海,0,18,0,18,0.00,100.00
18,河北,0,328,6,322,1.83,98.17
19,河南,0,1276,22,1254,1.72,98.28
20,湖南,0,1019,4,1015,0.39,99.61
21,山西,0,198,0,198,0.00,100.00
22,云南,0,185,2,183,1.08,98.92
23,新疆,0,76,3,73,3.95,96.05
24,安徽,0,991,6,985,0.61,99.39
25,重庆,0,579,6,573,1.04,98.96
26,贵州,0,147,2,145,1.36,98.64
27,江西,0,937,1,936,0.11,99.89
28,宁夏,0,75,0,75,0.00,100.00
29,广西,0,254,2,252,0.79,99.21
30,甘肃,0,139,2,137,1.44,98.56
31,浙江,0,1268,1,1267,0.08,99.92
32,四川,0,561,3,558,0.53,99.47
33,江苏,0,653,0,653,0.00,100.00
34,黑龙江,0,945,13,932,1.38,98.62
