_id,省,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,25,960,4,264,0.42,27.50
2,湖北,0,67803,3215,64187,4.74,94.67
3,台湾,3,379,5,67,1.32,17.68
4,上海,9,552,7,417,1.27,75.54
5,黑龙江,40,609,13,470,2.13,77.18
6,北京,0,588,8,464,1.36,78.91
7,广东,3,1539,8,1423,0.52,92.46
8,内蒙古,2,126,1,79,0.79,62.70
9,福建,0,351,1,308,0.28,87.75
10,澳门,1,45,0,10,0.00,22.22
11,山西,3,166,0,134,0.00,80.72
12,浙江,1,1267,1,1235,0.08,97.47
13,天津,1,181,3,152,1.66,83.98
14,山东,0,783,7,756,0.89,96.55
15,江苏,0,651,0,633,0.00,97.24
16,四川,0,560,3,541,0.54,96.61
17,辽宁,0,144,2,131,1.39,90.97
18,云南,0,184,2,173,1.09,94.02
19,河北,0,327,6,313,1.83,95.72
20,陕西,0,256,3,246,1.17,96.09
21,吉林,0,98,1,93,1.02,94.90
22,重庆,0,579,6,570,1.04,98.45
23,甘肃,0,139,2,135,1.44,97.12
24,河南,0,1276,22,1252,1.72,98.12
25,湖南,0,1019,4,1014,0.39,99.51
26,江西,0,937,1,935,0.11,99.79
27,安徽,1,991,6,984,0.61,99.29
28,贵州,0,147,2,144,1.36,97.96
29,广西,0,254,2,252,0.79,99.21
30,青海,0,18,0,18,0.00,100.00
31,西藏,0,1,0,1,0.00,100.00
32,海南,0,168,6,162,3.57,96.43
33,宁夏,0,75,0,75,0.00,100.00
34,新疆,0,76,3,73,3.95,96.05
